drugbank_id,reaction_id,enzyme_drugbank_id,uniprot_id
DB09301,DB09301_rxn_10,BE0001153,P07686
DB09301,DB09301_rxn_11,BE0001153,P07686
DB09301,DB09301_rxn_12,BE0001153,P07686
DB09301,DB09301_rxn_13,BE0001153,P07686
DB09301,DB09301_rxn_14,BE0001153,P07686
DB09301,DB09301_rxn_15,BE0001153,P07686
DB09301,DB09301_rxn_16,BE0001153,P07686
DB09301,DB09301_rxn_17,BE0001153,P07686
DB09301,DB09301_rxn_18,BE0000972,P08236
DB09301,DB09301_rxn_19,BE0000972,P08236
DB09301,DB09301_rxn_20,BE0000972,P08236
DB09301,DB09301_rxn_21,BE0000972,P08236
DB09301,DB09301_rxn_22,BE0009785,P51688
DB09301,DB09301_rxn_23,BE0009785,P51688
DB09301,DB09301_rxn_24,BE0009785,P51688
DB09301,DB09301_rxn_25,BE0009785,P51688
DB09301,DB09301_rxn_26,BE0009785,P51688
DB09301,DB09301_rxn_27,BE0009785,P51688
DB09301,DB09301_rxn_28,BE0009329,P35475
DB09301,DB09301_rxn_29,BE0009329,P35475
DB09301,DB09301_rxn_30,BE0009328,P22304
DB09301,DB09301_rxn_31,BE0009328,P22304
DB09301,DB09301_rxn_32,BE0000972,P08236
DB09301,DB09301_rxn_33,BE0000972,P08236
DB09301,DB09301_rxn_34,BE0000972,P08236
DB09301,DB09301_rxn_35,BE0000972,P08236
DB09301,DB09301_rxn_36,BE0000972,P08236
DB09327,DB09327_rxn_0,BE0003336,P11509
DB09327,DB09327_rxn_1,BE0003336,P11509
DB09327,DB09327_rxn_2,BE0003336,P11509
DB09327,DB09327_rxn_3,BE0003336,P11509
DB09327,DB09327_rxn_5,BE0000960,Q12882
DB09327,DB09327_rxn_8,BE0005806,Q16555
DB09327,DB09327_rxn_9,BE0009332,Q9UBR1
DB09327,DB09327_rxn_10,BE0009332,Q9UBR1
DB09330,DB09330_rxn_0,BE0004866,P08684
DB09330,DB09330_rxn_1,BE0004866,P08684
DB09344,DB09344_rxn_0,BE0001056,P35557
DB09344,DB09344_rxn_1,BE0001818,P00512
DB09494,DB09494_rxn_0,BE0004352,P14550
DB09516,DB09516_rxn_0,BE0002281,P08263
DB09516,DB09516_rxn_1,BE0002281,P08263
DB09516,DB09516_rxn_2,BE0002281,P08263
DB09543,DB09543_rxn_0,BE0009561,
DB11090,DB11090_rxn_0,BE0002499,P71278
DB11090,DB11090_rxn_1,BE0002499,P71278
DB11091,DB11091_rxn_0,BE0001207,P04040
DB11091,DB11091_rxn_0,BE0000816,P07203
DB11091,DB11091_rxn_1,BE0001207,P04040
DB11091,DB11091_rxn_1,BE0000816,P07203
DB11094,DB11094_rxn_0,BE0000524,Q6VVX0
DB11094,DB11094_rxn_1,BE0000524,Q6VVX0
DB11094,DB11094_rxn_2,BE0000443,O15528
DB11094,DB11094_rxn_3,BE0000443,O15528
DB11113,DB11113_rxn_0,BE0000683,P16233
DB11113,DB11113_rxn_1,BE0000683,P16233
DB11121,DB11121_rxn_0,BE0003541,P22309
DB11121,DB11121_rxn_1,BE0003541,P22309
DB11127,DB11127_rxn_1,BE0001979,Q16881
DB11127,DB11127_rxn_2,BE0000648,P00390
DB11127,DB11127_rxn_7,BE0004605,Q96I15
DB11143,DB11143_rxn_0,BE0003541,P22309
DB11143,DB11143_rxn_1,BE0003541,P22309
DB11195,DB11195_rxn_0,BE0009338,E5G6H4
DB11219,DB11219_rxn_1,BE0004352,P14550
DB11219,DB11219_rxn_1,BE0000133,P05091
DB11251,DB11251_rxn_0,BE0004727,P78329
DB11251,DB11251_rxn_0,BE0002638,P08684
DB11282,DB11282_rxn_0,BE0002433,P05177
DB11282,DB11282_rxn_0,BE0003549,P20813
DB11282,DB11282_rxn_0,BE0002363,P10635
DB11282,DB11282_rxn_0,BE0003533,P05181
DB11282,DB11282_rxn_1,BE0003543,P04798
DB11282,DB11282_rxn_1,BE0003549,P20813
DB11282,DB11282_rxn_1,BE0002363,P10635
DB11282,DB11282_rxn_1,BE0003533,P05181
DB11282,DB11282_rxn_2,BE0003536,P33261
DB11282,DB11282_rxn_2,BE0002638,P08684
DB11282,DB11282_rxn_3,BE0003536,P33261
DB11282,DB11282_rxn_3,BE0002638,P08684
DB11345,DB11345_rxn_0,BE0003336,P11509
DB11358,DB11358_rxn_0,BE0000888,O60427
DB11358,DB11358_rxn_1,BE0009375,Q9NYP7
DB11358,DB11358_rxn_1,BE0002247,Q9GZR5
DB11358,DB11358_rxn_2,BE0000309,P16050
DB11358,DB11358_rxn_2,BE0000017,P23219
DB11358,DB11358_rxn_2,BE0000262,P35354
DB11358,DB11358_rxn_3,BE0000309,P16050
DB11358,DB11358_rxn_3,BE0000017,P23219
DB11358,DB11358_rxn_3,BE0000262,P35354
DB11358,DB11358_rxn_4,BE0002246,O95864
DB11362,DB11362_rxn_0,BE0002705,P23141
DB11362,DB11362_rxn_1,BE0003677,P35503
DB11362,DB11362_rxn_1,BE0003679,P16662
DB11363,DB11363_rxn_0,BE0002638,P08684
DB11365,DB11365_rxn_1,BE0002829,Q59976
DB11366,DB11366_rxn_0,BE0002638,P08684
DB11366,DB11366_rxn_1,BE0002638,P08684
DB11366,DB11366_rxn_2,BE0002638,P08684
DB11366,DB11366_rxn_3,BE0002638,P08684
DB11366,DB11366_rxn_4,BE0002638,P08684
DB11366,DB11366_rxn_5,BE0002638,P08684
DB11412,DB11412_rxn_0,BE0002433,P05177
DB11412,DB11412_rxn_0,BE0003549,P20813
DB11412,DB11412_rxn_0,BE0002793,P11712
DB11412,DB11412_rxn_0,BE0003536,P33261
DB11412,DB11412_rxn_0,BE0002638,P08684
DB11412,DB11412_rxn_0,BE0002362,P20815
DB11421,DB11421_rxn_0,BE0003549,P20813
DB11421,DB11421_rxn_0,BE0002363,P10635
DB11421,DB11421_rxn_0,BE0003533,P05181
DB11421,DB11421_rxn_0,BE0002638,P08684
DB11431,DB11431_rxn_0,BE0004866,P08684
DB11431,DB11431_rxn_0,BE0001052,Q14097
DB11431,DB11431_rxn_1,BE0004866,P08684
DB11431,DB11431_rxn_1,BE0001052,Q14097
DB11558,DB11558_rxn_0,BE0003533,P05181
DB11558,DB11558_rxn_0,BE0003549,P20813
DB11558,DB11558_rxn_0,BE0002887,P10632
DB11558,DB11558_rxn_0,BE0002433,P05177
DB11558,DB11558_rxn_0,BE0003543,P04798
DB11558,DB11558_rxn_1,BE0002433,P05177
DB11558,DB11558_rxn_2,BE0002887,P10632
DB11558,DB11558_rxn_2,BE0002433,P05177
DB11581,DB11581_rxn_0,BE0002638,P08684
DB11635,DB11635_rxn_0,BE0004727,P78329
DB11637,DB11637_rxn_0,BE0000530,P02768
DB11637,DB11637_rxn_1,BE0002638,P08684
DB11637,DB11637_rxn_1,BE0003543,P04798
DB11637,DB11637_rxn_1,BE0002363,P10635
DB11637,DB11637_rxn_1,BE0003533,P05181
DB11637,DB11637_rxn_2,BE0002638,P08684
DB11637,DB11637_rxn_4,BE0002638,P08684
DB11637,DB11637_rxn_4,BE0003543,P04798
DB11637,DB11637_rxn_5,BE0002638,P08684
DB11637,DB11637_rxn_6,BE0002638,P08684
DB11637,DB11637_rxn_7,BE0002638,P08684
DB11637,DB11637_rxn_8,BE0002638,P08684
DB11638,DB11638_rxn_0,BE0003538,O60656
DB11638,DB11638_rxn_0,BE0003679,P16662
DB11640,DB11640_rxn_0,BE0003607,P11245
DB11640,DB11640_rxn_0,BE0003608,P18440
DB11642,DB11642_rxn_0,BE0002363,P10635
DB11642,DB11642_rxn_0,BE0002638,P08684
DB11642,DB11642_rxn_1,BE0002363,P10635
DB11642,DB11642_rxn_1,BE0002638,P08684
DB11660,DB11660_rxn_0,BE0004740,Q6LAP9
DB11660,DB11660_rxn_1,BE0004740,Q6LAP9
DB11660,DB11660_rxn_2,BE0002281,P08263
DB11660,DB11660_rxn_3,BE0002281,P08263
DB11660,DB11660_rxn_4,BE0001745,P11310
DB11660,DB11660_rxn_4,BE0004521,P09110
DB11660,DB11660_rxn_4,BE0004500,P30084
DB11660,DB11660_rxn_4,BE0000377,Q16836
DB11660,DB11660_rxn_5,BE0001745,P11310
DB11660,DB11660_rxn_5,BE0004521,P09110
DB11660,DB11660_rxn_5,BE0004500,P30084
DB11660,DB11660_rxn_5,BE0000377,Q16836
DB11660,DB11660_rxn_6,BE0000227,P07327
DB11660,DB11660_rxn_6,BE0000400,P00325
DB11660,DB11660_rxn_6,BE0000465,P00326
DB11660,DB11660_rxn_7,BE0000227,P07327
DB11660,DB11660_rxn_7,BE0000400,P00325
DB11660,DB11660_rxn_7,BE0000465,P00326
DB11672,DB11672_rxn_0,BE0002363,P10635
DB11682,DB11682_rxn_0,BE0002887,P10632
DB11682,DB11682_rxn_0,BE0002638,P08684
DB11682,DB11682_rxn_1,BE0002887,P10632
DB11682,DB11682_rxn_1,BE0002638,P08684
DB11682,DB11682_rxn_2,BE0002887,P10632
DB11682,DB11682_rxn_2,BE0002638,P08684
DB11682,DB11682_rxn_3,BE0002887,P10632
DB11682,DB11682_rxn_3,BE0002638,P08684
DB11682,DB11682_rxn_4,BE0002887,P10632
DB11682,DB11682_rxn_4,BE0002638,P08684
DB11682,DB11682_rxn_5,BE0002887,P10632
DB11682,DB11682_rxn_5,BE0002638,P08684
DB11682,DB11682_rxn_6,BE0002887,P10632
DB11682,DB11682_rxn_6,BE0002638,P08684
DB11689,DB11689_rxn_2,BE0003536,P33261
DB11689,DB11689_rxn_2,BE0002793,P11712
DB11689,DB11689_rxn_2,BE0002887,P10632
DB11689,DB11689_rxn_2,BE0002433,P05177
DB11689,DB11689_rxn_2,BE0003336,P11509
DB11697,DB11697_rxn_0,BE0002638,P08684
DB11697,DB11697_rxn_1,BE0002638,P08684
DB11697,DB11697_rxn_2,BE0002638,P08684
DB11697,DB11697_rxn_3,BE0002638,P08684
DB11712,DB11712_rxn_0,BE0002362,P20815
DB11712,DB11712_rxn_0,BE0002638,P08684
DB11712,DB11712_rxn_1,BE0002362,P20815
DB11712,DB11712_rxn_1,BE0002638,P08684
DB11712,DB11712_rxn_2,BE0002362,P20815
DB11712,DB11712_rxn_2,BE0002638,P08684
DB11730,DB11730_rxn_0,BE0002638,P08684
DB11735,DB11735_rxn_1,BE0003295,P51570
DB11735,DB11735_rxn_2,BE0001419,P09148
DB11735,DB11735_rxn_3,BE0002617,Q8T8E9
DB11739,DB11739_rxn_0,BE0002638,P08684
DB11739,DB11739_rxn_0,BE0002363,P10635
DB11742,DB11742_rxn_0,BE0002638,P08684
DB11742,DB11742_rxn_1,BE0002638,P08684
DB11751,DB11751_rxn_0,BE0003538,O60656
DB11751,DB11751_rxn_0,BE0003541,P22309
DB11751,DB11751_rxn_1,BE0003541,P22309
DB11751,DB11751_rxn_1,BE0003538,O60656
DB11761,DB11761_rxn_0,BE0002638,P08684
DB11761,DB11761_rxn_0,BE0002362,P20815
DB11763,DB11763_rxn_2,BE0002638,P08684
DB11763,DB11763_rxn_2,BE0002887,P10632
DB11763,DB11763_rxn_2,BE0003536,P33261
DB11763,DB11763_rxn_2,BE0002433,P05177
DB11763,DB11763_rxn_2,BE0002793,P11712
DB11793,DB11793_rxn_0,BE0010086,O00748
DB11793,DB11793_rxn_1,BE0009758,P19224
DB11796,DB11796_rxn_0,BE0009545,P09923
DB11796,DB11796_rxn_2,BE0002638,P08684
DB11823,DB11823_rxn_0,BE0002638,P08684
DB11823,DB11823_rxn_0,BE0003549,P20813
DB11823,DB11823_rxn_0,BE0002793,P11712
DB11823,DB11823_rxn_0,BE0003536,P33261
DB11827,DB11827_rxn_0,BE0002638,P08684
DB11827,DB11827_rxn_0,BE0002362,P20815
DB11827,DB11827_rxn_1,BE0002638,P08684
DB11827,DB11827_rxn_1,BE0002362,P20815
DB11827,DB11827_rxn_2,BE0002638,P08684
DB11827,DB11827_rxn_2,BE0002362,P20815
DB11827,DB11827_rxn_2,BE0002887,P10632
DB11827,DB11827_rxn_3,BE0002638,P08684
DB11827,DB11827_rxn_3,BE0002362,P20815
DB11827,DB11827_rxn_4,BE0003538,O60656
DB11827,DB11827_rxn_4,BE0003679,P16662
DB11827,DB11827_rxn_5,BE0003538,O60656
DB11827,DB11827_rxn_5,BE0003679,P16662
DB11827,DB11827_rxn_6,BE0003538,O60656
DB11827,DB11827_rxn_6,BE0003679,P16662
DB11827,DB11827_rxn_7,BE0003538,O60656
DB11827,DB11827_rxn_7,BE0003679,P16662
DB11827,DB11827_rxn_8,BE0003538,O60656
DB11827,DB11827_rxn_8,BE0003679,P16662
DB11842,DB11842_rxn_0,BE0002271,Q07075
DB11842,DB11842_rxn_1,BE0000982,Q9BYF1
DB11901,DB11901_rxn_0,BE0002887,P10632
DB11901,DB11901_rxn_0,BE0002638,P08684
DB11915,DB11915_rxn_0,BE0002638,P08684
DB11915,DB11915_rxn_0,BE0002362,P20815
DB11915,DB11915_rxn_2,BE0002363,P10635
DB11915,DB11915_rxn_3,BE0002363,P10635
DB11921,DB11921_rxn_0,BE0009561,
DB11921,DB11921_rxn_1,BE0002638,P08684
DB11932,DB11932_rxn_0,BE0002433,P05177
DB11932,DB11932_rxn_1,BE0002433,P05177
DB11936,DB11936_rxn_0,BE0009868,O14975
DB11936,DB11936_rxn_1,BE0009868,O14975
DB11963,DB11963_rxn_0,BE0002363,P10635
DB11963,DB11963_rxn_0,BE0002793,P11712
DB11978,DB11978_rxn_0,BE0002638,P08684
DB11978,DB11978_rxn_1,BE0002638,P08684
DB11978,DB11978_rxn_2,BE0002638,P08684
DB11978,DB11978_rxn_4,BE0002638,P08684
DB12010,DB12010_rxn_0,BE0009545,P09923
DB12010,DB12010_rxn_1,BE0002638,P08684
DB12010,DB12010_rxn_2,BE0003538,O60656
DB12010,DB12010_rxn_3,BE0003538,O60656
DB12016,DB12016_rxn_2,BE0003683,P51589
DB12016,DB12016_rxn_2,BE0002638,P08684
DB12016,DB12016_rxn_2,BE0002362,P20815
DB12016,DB12016_rxn_2,BE0010048,Q08477
DB12016,DB12016_rxn_2,BE0004729,Q9HCS2
DB12072,DB12072_rxn_0,BE0002433,P05177
DB12072,DB12072_rxn_0,BE0003543,P04798
DB12072,DB12072_rxn_0,BE0002887,P10632
DB12072,DB12072_rxn_1,BE0003543,P04798
DB12072,DB12072_rxn_1,BE0002433,P05177
DB12072,DB12072_rxn_1,BE0002887,P10632
DB12072,DB12072_rxn_2,BE0003543,P04798
DB12072,DB12072_rxn_2,BE0002433,P05177
DB12072,DB12072_rxn_2,BE0002887,P10632
DB12095,DB12095_rxn_0,BE0002705,P23141
DB12095,DB12095_rxn_0,BE0004712,O00748
DB12110,DB12110_rxn_0,BE0002363,P10635
DB12147,DB12147_rxn_0,BE0002793,P11712
DB12147,DB12147_rxn_0,BE0002638,P08684
DB12151,DB12151_rxn_1,BE0004727,P78329
DB12151,DB12151_rxn_2,BE0004727,P78329
DB12184,DB12184_rxn_0,BE0002638,P08684
DB12184,DB12184_rxn_4,BE0002638,P08684
DB12236,DB12236_rxn_0,BE0003538,O60656
DB12236,DB12236_rxn_0,BE0003541,P22309
DB12236,DB12236_rxn_1,BE0002638,P08684
DB12236,DB12236_rxn_2,BE0002638,P08684
DB12236,DB12236_rxn_2,BE0002887,P10632
DB12236,DB12236_rxn_2,BE0002363,P10635
DB12236,DB12236_rxn_3,BE0002638,P08684
DB12236,DB12236_rxn_3,BE0002363,P10635
DB12245,DB12245_rxn_0,BE0002433,P05177
DB12245,DB12245_rxn_1,BE0002793,P11712
DB12245,DB12245_rxn_1,BE0003543,P04798
DB12245,DB12245_rxn_1,BE0001111,Q16678
DB12245,DB12245_rxn_1,BE0002638,P08684
DB12245,DB12245_rxn_1,BE0003536,P33261
DB12245,DB12245_rxn_1,BE0002363,P10635
DB12255,DB12255_rxn_0,BE0003541,P22309
DB12255,DB12255_rxn_0,BE0004695,Q9HAW7
DB12255,DB12255_rxn_0,BE0003682,Q9HAW9
DB12255,DB12255_rxn_0,BE0003538,O60656
DB12255,DB12255_rxn_1,BE0003541,P22309
DB12255,DB12255_rxn_1,BE0003679,P16662
DB12265,DB12265_rxn_0,BE0002433,P05177
DB12265,DB12265_rxn_0,BE0003549,P20813
DB12265,DB12265_rxn_0,BE0003536,P33261
DB12265,DB12265_rxn_0,BE0002638,P08684
DB12265,DB12265_rxn_0,BE0002362,P20815
DB12265,DB12265_rxn_0,BE0003606,P31513
DB12265,DB12265_rxn_0,BE0002363,P10635
DB12265,DB12265_rxn_1,BE0002433,P05177
DB12265,DB12265_rxn_1,BE0003549,P20813
DB12265,DB12265_rxn_1,BE0003536,P33261
DB12265,DB12265_rxn_1,BE0002638,P08684
DB12265,DB12265_rxn_1,BE0002362,P20815
DB12265,DB12265_rxn_1,BE0003606,P31513
DB12265,DB12265_rxn_1,BE0002363,P10635
DB12267,DB12267_rxn_0,BE0002887,P10632
DB12267,DB12267_rxn_0,BE0002638,P08684
DB12301,DB12301_rxn_0,BE0002638,P08684
DB12301,DB12301_rxn_0,BE0002362,P20815
DB12332,DB12332_rxn_0,BE0002363,P10635
DB12332,DB12332_rxn_0,BE0002433,P05177
DB12332,DB12332_rxn_0,BE0002638,P08684
DB12332,DB12332_rxn_1,BE0002363,P10635
DB12332,DB12332_rxn_1,BE0002433,P05177
DB12332,DB12332_rxn_1,BE0002638,P08684
DB12332,DB12332_rxn_2,BE0002363,P10635
DB12332,DB12332_rxn_2,BE0002433,P05177
DB12332,DB12332_rxn_2,BE0002638,P08684
DB12332,DB12332_rxn_3,BE0002363,P10635
DB12332,DB12332_rxn_3,BE0002433,P05177
DB12332,DB12332_rxn_3,BE0002638,P08684
DB12332,DB12332_rxn_6,BE0003541,P22309
DB12364,DB12364_rxn_0,BE0002638,P08684
DB12364,DB12364_rxn_1,BE0002363,P10635
DB12371,DB12371_rxn_0,BE0002638,P08684
DB12371,DB12371_rxn_0,BE0002793,P11712
DB12371,DB12371_rxn_1,BE0002638,P08684
DB12371,DB12371_rxn_1,BE0002793,P11712
DB12371,DB12371_rxn_2,BE0002638,P08684
DB12371,DB12371_rxn_2,BE0002793,P11712
DB12371,DB12371_rxn_3,BE0002638,P08684
DB12371,DB12371_rxn_3,BE0002793,P11712
DB12371,DB12371_rxn_4,BE0002638,P08684
DB12371,DB12371_rxn_4,BE0002793,P11712
DB12371,DB12371_rxn_5,BE0002638,P08684
DB12371,DB12371_rxn_5,BE0002793,P11712
DB12371,DB12371_rxn_6,BE0002638,P08684
DB12371,DB12371_rxn_6,BE0002793,P11712
DB12404,DB12404_rxn_0,BE0002705,P23141
DB12406,DB12406_rxn_0,BE0002638,P08684
DB12406,DB12406_rxn_0,BE0003336,P11509
DB12406,DB12406_rxn_1,BE0002433,P05177
DB12466,DB12466_rxn_0,BE0003539,Q06278
DB12466,DB12466_rxn_0,BE0002204,P47989
DB12466,DB12466_rxn_1,BE0009758,P19224
DB12483,DB12483_rxn_0,BE0002638,P08684
DB12483,DB12483_rxn_1,BE0002638,P08684
DB12483,DB12483_rxn_2,BE0002638,P08684
DB12483,DB12483_rxn_3,BE0002638,P08684
DB12483,DB12483_rxn_4,BE0002638,P08684
DB12483,DB12483_rxn_5,BE0002638,P08684
DB12499,DB12499_rxn_0,BE0004740,Q6LAP9
DB12499,DB12499_rxn_1,BE0004740,Q6LAP9
DB12590,DB12590_rxn_0,BE0002638,P08684
DB12590,DB12590_rxn_0,BE0002433,P05177
DB12612,DB12612_rxn_2,BE0002638,P08684
DB12612,DB12612_rxn_3,BE0000009,P11766
DB12612,DB12612_rxn_3,BE0000133,P05091
DB12612,DB12612_rxn_4,BE0003607,P11245
DB12612,DB12612_rxn_4,BE0002196,P27338
DB12612,DB12612_rxn_5,BE0003607,P11245
DB12612,DB12612_rxn_5,BE0002196,P27338
DB12612,DB12612_rxn_6,BE0002887,P10632
DB12612,DB12612_rxn_6,BE0000126,Q04828
DB12612,DB12612_rxn_6,BE0000622,P52895
DB12612,DB12612_rxn_7,BE0002887,P10632
DB12612,DB12612_rxn_7,BE0000126,Q04828
DB12612,DB12612_rxn_7,BE0000622,P52895
DB12713,DB12713_rxn_0,BE0003538,O60656
DB12783,DB12783_rxn_0,BE0002089,P21964
DB12874,DB12874_rxn_0,BE0002638,P08684
DB12874,DB12874_rxn_0,BE0003612,P24462
DB12887,DB12887_rxn_0,BE0002638,P08684
DB12893,DB12893_rxn_1,BE0003541,P22309
DB12902,DB12902_rxn_0,BE0002638,P08684
DB12902,DB12902_rxn_0,BE0003549,P20813
DB12902,DB12902_rxn_0,BE0003336,P11509
DB12902,DB12902_rxn_0,BE0002793,P11712
DB12902,DB12902_rxn_1,BE0002638,P08684
DB12902,DB12902_rxn_1,BE0003549,P20813
DB12902,DB12902_rxn_2,BE0002638,P08684
DB12902,DB12902_rxn_2,BE0003549,P20813
DB12911,DB12911_rxn_0,BE0000530,P02768
DB12911,DB12911_rxn_1,BE0000530,P02768
DB12941,DB12941_rxn_0,BE0002638,P08684
DB12941,DB12941_rxn_0,BE0003538,O60656
DB13228,DB13228_rxn_0,BE0002638,P08684
DB13293,DB13293_rxn_0,BE0002363,P10635
DB13293,DB13293_rxn_1,BE0002363,P10635
DB13293,DB13293_rxn_2,BE0002638,P08684
DB13293,DB13293_rxn_3,BE0002638,P08684
DB13323,DB13323_rxn_0,BE0003533,P05181
DB13323,DB13323_rxn_0,BE0002433,P05177
DB13323,DB13323_rxn_0,BE0002638,P08684
DB13600,DB13600_rxn_0,BE0002887,P10632
DB13600,DB13600_rxn_0,BE0003536,P33261
DB13600,DB13600_rxn_0,BE0002638,P08684
DB13600,DB13600_rxn_0,BE0002362,P20815
DB13609,DB13609_rxn_2,BE0003538,O60656
DB13609,DB13609_rxn_2,BE0003679,P16662
DB13609,DB13609_rxn_3,BE0002638,P08684
DB13609,DB13609_rxn_4,BE0002638,P08684
DB13609,DB13609_rxn_4,BE0003609,Q01740
DB13609,DB13609_rxn_4,BE0003606,P31513
DB13609,DB13609_rxn_5,BE0003606,P31513
DB13609,DB13609_rxn_5,BE0002638,P08684
DB13609,DB13609_rxn_6,BE0002638,P08684
DB13609,DB13609_rxn_6,BE0003609,Q01740
DB13609,DB13609_rxn_7,BE0002638,P08684
DB13609,DB13609_rxn_12,BE0003538,O60656
DB13609,DB13609_rxn_12,BE0003679,P16662
DB13609,DB13609_rxn_13,BE0003538,O60656
DB13609,DB13609_rxn_13,BE0003679,P16662
DB13609,DB13609_rxn_14,BE0003538,O60656
DB13609,DB13609_rxn_14,BE0003679,P16662
DB13609,DB13609_rxn_15,BE0003538,O60656
DB13609,DB13609_rxn_15,BE0003679,P16662
DB13609,DB13609_rxn_16,BE0003538,O60656
DB13609,DB13609_rxn_16,BE0003679,P16662
DB13609,DB13609_rxn_17,BE0003538,O60656
DB13609,DB13609_rxn_17,BE0003679,P16662
DB13609,DB13609_rxn_18,BE0003538,O60656
DB13609,DB13609_rxn_18,BE0003679,P16662
DB13783,DB13783_rxn_4,BE0003679,P16662
DB13783,DB13783_rxn_5,BE0003679,P16662
DB13783,DB13783_rxn_6,BE0003679,P16662
DB13848,DB13848_rxn_0,BE0002151,P20711
DB13854,DB13854_rxn_0,BE0009375,Q9NYP7
DB13854,DB13854_rxn_1,BE0000309,P16050
DB13854,DB13854_rxn_1,BE0000017,P23219
DB13854,DB13854_rxn_1,BE0000262,P35354
DB13854,DB13854_rxn_2,BE0000309,P16050
DB13854,DB13854_rxn_2,BE0000017,P23219
DB13854,DB13854_rxn_2,BE0000262,P35354
DB13854,DB13854_rxn_3,BE0000888,O60427
DB13854,DB13854_rxn_4,BE0000017,P23219
DB13854,DB13854_rxn_4,BE0000262,P35354
DB13854,DB13854_rxn_4,BE0001640,P14555
DB13875,DB13875_rxn_0,BE0002363,P10635
DB13875,DB13875_rxn_0,BE0002433,P05177
DB13876,DB13876_rxn_0,BE0002363,P10635
DB13928,DB13928_rxn_0,BE0000854,P27487
DB13928,DB13928_rxn_0,BE0000266,P08473
DB13928,DB13928_rxn_1,BE0000854,P27487
DB13928,DB13928_rxn_1,BE0000266,P08473
DB13928,DB13928_rxn_2,BE0000266,P08473
DB13931,DB13931_rxn_0,BE0004740,Q6LAP9
DB13943,DB13943_rxn_1,BE0004887,P18405
DB13944,DB13944_rxn_1,BE0004887,P18405
DB13946,DB13946_rxn_2,BE0000585,P31213
DB13946,DB13946_rxn_3,BE0004887,P18405
DB13946,DB13946_rxn_5,BE0000438,P17516
DB13946,DB13946_rxn_5,BE0000051,P14060
DB13946,DB13946_rxn_6,BE0000438,P17516
DB13946,DB13946_rxn_6,BE0000051,P14060
DB13949,DB13949_rxn_0,BE0000938,P00156
DB13959,DB13959_rxn_0,BE0000239,P06858
DB13959,DB13959_rxn_1,BE0000239,P06858
DB13959,DB13959_rxn_2,BE0000239,P06858
DB13966,DB13966_rxn_0,BE0004740,Q6LAP9
DB13966,DB13966_rxn_1,BE0004740,Q6LAP9
DB14001,DB14001_rxn_0,BE0004727,P78329
DB14001,DB14001_rxn_0,BE0002638,P08684
DB14002,DB14002_rxn_0,BE0004727,P78329
DB14002,DB14002_rxn_0,BE0002638,P08684
DB14003,DB14003_rxn_0,BE0004727,P78329
DB14003,DB14003_rxn_0,BE0002638,P08684
DB14126,DB14126_rxn_0,BE0001262,P00568
DB14126,DB14126_rxn_0,BE0004477,P54819
DB14126,DB14126_rxn_1,BE0003106,P15531
DB14126,DB14126_rxn_1,BE0003281,P22392
DB14185,DB14185_rxn_4,BE0002363,P10635
DB14185,DB14185_rxn_4,BE0002638,P08684
DB14520,DB14520_rxn_0,BE0009859,Q53TN4
DB14520,DB14520_rxn_1,BE0000399,P02794
DB14583,DB14583_rxn_0,BE0002638,P08684
DB14783,DB14783_rxn_0,BE0009561,
DB14783,DB14783_rxn_1,BE0009561,
DB14783,DB14783_rxn_2,BE0009561,
DB14783,DB14783_rxn_3,BE0009561,
DB14840,DB14840_rxn_0,BE0004866,P08684
DB14840,DB14840_rxn_0,BE0002363,P10635
DB14840,DB14840_rxn_0,BE0003533,P05181
DB14845,DB14845_rxn_0,BE0004712,O00748
DB14845,DB14845_rxn_0,BE0002705,P23141
DB14962,DB14962_rxn_0,BE0000939,P07858
DB14962,DB14962_rxn_0,BE0002135,P07711
DB14962,DB14962_rxn_1,BE0000939,P07858
DB14962,DB14962_rxn_1,BE0002135,P07711
DB14973,DB14973_rxn_0,BE0003536,P33261
DB14973,DB14973_rxn_0,BE0002793,P11712
DB14973,DB14973_rxn_0,BE0002638,P08684
DB14973,DB14973_rxn_0,BE0003549,P20813
DB14973,DB14973_rxn_1,BE0003536,P33261
DB14973,DB14973_rxn_1,BE0002793,P11712
DB14973,DB14973_rxn_1,BE0002638,P08684
DB14973,DB14973_rxn_1,BE0003549,P20813
DB14973,DB14973_rxn_2,BE0003536,P33261
DB14973,DB14973_rxn_2,BE0002793,P11712
DB14973,DB14973_rxn_2,BE0002638,P08684
DB14973,DB14973_rxn_2,BE0003549,P20813
DB14973,DB14973_rxn_3,BE0003536,P33261
DB14973,DB14973_rxn_3,BE0002793,P11712
DB14973,DB14973_rxn_3,BE0002638,P08684
DB14973,DB14973_rxn_3,BE0003549,P20813
DB15071,DB15071_rxn_0,BE0004740,Q6LAP9
DB15133,DB15133_rxn_0,BE0002638,P08684
DB15133,DB15133_rxn_0,BE0002887,P10632
DB15456,DB15456_rxn_0,BE0003538,O60656
DB15456,DB15456_rxn_0,BE0003541,P22309
DB15465,DB15465_rxn_1,BE0002638,P08684
DB15465,DB15465_rxn_1,BE0002363,P10635
DB15465,DB15465_rxn_2,BE0002363,P10635
DB15465,DB15465_rxn_2,BE0003549,P20813
DB15465,DB15465_rxn_2,BE0003536,P33261
DB15598,DB15598_rxn_0,BE0004694,P19224
